city,year_x,min_mag,max_mag,frequency,july2020,july2021,july2022,july2023,july2024,july2025
san joaquin,2022,2.2,3.4,7,53311,53558,53761,53918,54030,54097
san joaquin,2023,2.0,3.6,12,53311,53558,53761,53918,54030,54097
san joaquin,2024,1.4,2.9,11,53311,53558,53761,53918,54030,54097
san joaquin,2025,1.6,2.2,3,53311,53558,53761,53918,54030,54097
san jorge,2023,3.0,3.0,1,17754,17842,17919,17987,18046,18094
san jorge,2025,1.6,1.9,5,17754,17842,17919,17987,18046,18094
san jose,2020,1.6,3.3,231,38549,38952,39333,39694,40034,40352
san jose,2021,1.6,5.0,441,38549,38952,39333,39694,40034,40352
san jose,2022,1.5,4.2,252,38549,38952,39333,39694,40034,40352
san jose,2023,1.4,3.3,231,38549,38952,39333,39694,40034,40352
san jose,2024,1.4,3.6,238,38549,38952,39333,39694,40034,40352
san jose,2025,1.2,3.1,224,38549,38952,39333,39694,40034,40352
san jose city,2020,2.0,2.3,4,150263,152495,154758,157052,159384,161740
san jose city,2021,1.5,3.1,6,150263,152495,154758,157052,159384,161740
san jose city,2022,1.9,2.1,2,150263,152495,154758,157052,159384,161740
san jose city,2023,1.6,3.1,4,150263,152495,154758,157052,159384,161740
san jose city,2024,1.7,2.7,4,150263,152495,154758,157052,159384,161740
san jose city,2025,1.7,1.7,1,150263,152495,154758,157052,159384,161740
san jose de buan,2020,2.1,3.4,4,8967,9216,9467,9719,9973,10229
san jose de buan,2021,2.7,2.7,1,8967,9216,9467,9719,9973,10229
san jose de buan,2022,2.2,2.9,4,8967,9216,9467,9719,9973,10229
san jose de buan,2023,1.4,4.2,6,8967,9216,9467,9719,9973,10229
san jose de buan,2024,1.3,4.3,16,8967,9216,9467,9719,9973,10229
san jose de buan,2025,1.2,4.2,16,8967,9216,9467,9719,9973,10229
san juan,2020,2.0,2.6,12,39064,39380,39674,39945,40196,40423
san juan,2021,1.5,4.0,72,39064,39380,39674,39945,40196,40423
san juan,2022,1.3,4.0,216,39064,39380,39674,39945,40196,40423
san juan,2023,1.4,3.7,100,39064,39380,39674,39945,40196,40423
san juan,2024,1.5,3.4,108,39064,39380,39674,39945,40196,40423
san juan,2025,1.2,3.6,88,39064,39380,39674,39945,40196,40423
san julian,2020,1.8,4.3,25,15143,15278,15414,15551,15689,15828
san julian,2021,1.9,3.2,19,15143,15278,15414,15551,15689,15828
san julian,2022,1.7,3.8,24,15143,15278,15414,15551,15689,15828
san julian,2023,1.4,4.4,18,15143,15278,15414,15551,15689,15828
san julian,2024,1.5,4.1,55,15143,15278,15414,15551,15689,15828
san julian,2025,1.4,4.2,88,15143,15278,15414,15551,15689,15828
san lorenzo,2020,2.7,3.0,2,27992,28338,28671,28992,29300,29596
san lorenzo,2023,2.2,2.6,2,27992,28338,28671,28992,29300,29596
san lorenzo,2025,2.1,2.1,1,27992,28338,28671,28992,29300,29596
san luis,2020,1.4,5.1,244,58886,59662,60373,61019,61601,62117
san luis,2021,1.7,3.2,88,58886,59662,60373,61019,61601,62117
san luis,2022,1.5,3.3,108,58886,59662,60373,61019,61601,62117
san luis,2023,1.5,3.6,144,58886,59662,60373,61019,61601,62117
san luis,2024,1.3,4.0,124,58886,59662,60373,61019,61601,62117
san luis,2025,1.3,4.3,120,58886,59662,60373,61019,61601,62117
san manuel,2020,2.4,3.0,9,58905,60087,61258,62419,63573,64712
san manuel,2021,1.5,2.5,15,58905,60087,61258,62419,63573,64712
san manuel,2022,1.8,2.6,21,58905,60087,61258,62419,63573,64712
san manuel,2023,1.5,2.7,15,58905,60087,61258,62419,63573,64712
san manuel,2024,1.6,2.8,12,58905,60087,61258,62419,63573,64712
san manuel,2025,1.3,3.2,168,58905,60087,61258,62419,63573,64712
san marcelino,2020,1.8,2.5,3,35275,35530,35760,35965,36147,36304
san marcelino,2021,1.7,2.4,4,35275,35530,35760,35965,36147,36304
san marcelino,2022,1.5,2.9,6,35275,35530,35760,35965,36147,36304
san marcelino,2023,1.5,2.7,9,35275,35530,35760,35965,36147,36304
san marcelino,2024,1.4,2.1,3,35275,35530,35760,35965,36147,36304
san marcelino,2025,1.3,1.8,4,35275,35530,35760,35965,36147,36304
san mariano,2020,2.5,2.5,1,58712,59293,59841,60356,60839,61288
san mariano,2022,2.0,2.6,2,58712,59293,59841,60356,60839,61288
san mariano,2023,2.7,2.7,1,58712,59293,59841,60356,60839,61288
san mariano,2025,1.8,1.8,1,58712,59293,59841,60356,60839,61288
san mateo,2020,1.5,4.1,26,67484,67967,68409,68809,69169,69487
san mateo,2021,1.9,3.1,12,67484,67967,68409,68809,69169,69487
san mateo,2022,1.9,2.8,20,67484,67967,68409,68809,69169,69487
san mateo,2024,2.0,2.8,10,67484,67967,68409,68809,69169,69487
san mateo,2025,1.5,3.0,10,67484,67967,68409,68809,69169,69487
san miguel,2020,1.6,3.6,315,165495,167058,168356,169389,170159,170661
san miguel,2021,1.8,3.9,161,165495,167058,168356,169389,170159,170661
san miguel,2022,1.5,3.7,196,165495,167058,168356,169389,170159,170661
san miguel,2023,1.3,3.8,315,165495,167058,168356,169389,170159,170661
san miguel,2024,1.3,2.7,287,165495,167058,168356,169389,170159,170661
san miguel,2025,1.4,3.5,273,165495,167058,168356,169389,170159,170661
san narciso,2020,1.7,2.5,8,29602,29796,29970,30124,30258,30373
san narciso,2021,1.8,2.7,8,29602,29796,29970,30124,30258,30373
san narciso,2022,1.6,2.8,16,29602,29796,29970,30124,30258,30373
san narciso,2023,1.3,2.5,10,29602,29796,29970,30124,30258,30373
san narciso,2024,1.5,3.4,18,29602,29796,29970,30124,30258,30373
san narciso,2025,1.4,4.4,18,29602,29796,29970,30124,30258,30373
san nicolas,2020,1.2,3.6,96,38859,39252,39632,39998,40351,40691
san nicolas,2022,1.5,2.3,9,38859,39252,39632,39998,40351,40691
san nicolas,2023,1.5,1.5,6,38859,39252,39632,39998,40351,40691
san nicolas,2024,1.4,4.1,27,38859,39252,39632,39998,40351,40691
san nicolas,2025,2.0,4.0,12,38859,39252,39632,39998,40351,40691
san pablo,2020,1.9,1.9,4,28675,29332,29985,30634,31281,31923
san pablo,2021,2.1,2.1,2,28675,29332,29985,30634,31281,31923
san pablo,2022,2.2,3.4,6,28675,29332,29985,30634,31281,31923
san pablo,2023,2.0,2.2,6,28675,29332,29985,30634,31281,31923
san pablo,2024,1.5,2.8,18,28675,29332,29985,30634,31281,31923
san pablo,2025,1.2,4.7,14,28675,29332,29985,30634,31281,31923
san pablo city,2020,2.9,3.6,2,279192,281399,283453,285354,287107,288703
san pascual,2020,1.6,3.2,22,71160,72337,73517,74703,75897,77092
san pascual,2021,2.4,2.8,4,71160,72337,73517,74703,75897,77092
san pascual,2022,2.0,3.7,34,71160,72337,73517,74703,75897,77092
san pascual,2023,1.6,3.1,24,71160,72337,73517,74703,75897,77092
san pascual,2024,1.4,3.7,16,71160,72337,73517,74703,75897,77092
san pascual,2025,1.6,4.2,32,71160,72337,73517,74703,75897,77092
san policarpo,2020,2.2,4.5,16,15436,15592,15751,15910,16072,16234
san policarpo,2021,2.2,4.9,16,15436,15592,15751,15910,16072,16234
san policarpo,2022,1.9,4.0,37,15436,15592,15751,15910,16072,16234
san policarpo,2023,1.6,4.7,13,15436,15592,15751,15910,16072,16234
san policarpo,2024,1.9,5.3,51,15436,15592,15751,15910,16072,16234
san policarpo,2025,1.7,4.4,25,15436,15592,15751,15910,16072,16234
san quintin,2022,1.4,4.0,296,33656,33743,33811,33859,33888,33897
san quintin,2023,1.3,3.3,24,33656,33743,33811,33859,33888,33897
san quintin,2024,1.3,3.1,12,33656,33743,33811,33859,33888,33897
san quintin,2025,1.5,3.1,62,33656,33743,33811,33859,33888,33897
san rafael,2023,2.7,2.7,2,102953,104074,105006,105749,106305,106670
san remigio,2020,2.1,3.2,6,33059,33234,33389,33527,33646,33746
san remigio,2021,2.7,2.8,4,33059,33234,33389,33527,33646,33746
san remigio,2022,2.1,3.2,4,33059,33234,33389,33527,33646,33746
san remigio,2023,2.1,3.1,8,33059,33234,33389,33527,33646,33746
san remigio,2024,2.2,2.2,2,33059,33234,33389,33527,33646,33746
san remigio,2025,1.1,2.4,6,33059,33234,33389,33527,33646,33746
san ricardo,2021,1.6,2.2,5,10901,10986,11072,11160,11248,11337
san ricardo,2022,3.0,3.0,1,10901,10986,11072,11160,11248,11337
san ricardo,2023,1.8,3.5,7,10901,10986,11072,11160,11248,11337
san ricardo,2024,1.4,2.8,3,10901,10986,11072,11160,11248,11337
san ricardo,2025,1.3,2.1,4,10901,10986,11072,11160,11248,11337
san roque,2022,2.2,2.6,2,34677,35505,36331,37156,37981,38803
san roque,2023,2.3,2.8,4,34677,35505,36331,37156,37981,38803
san roque,2024,1.2,3.3,5,34677,35505,36331,37156,37981,38803
san roque,2025,1.4,3.1,6,34677,35505,36331,37156,37981,38803
san sebastian,2024,1.5,1.5,1,8277,8308,8335,8357,8374,8387
san sebastian,2025,2.1,2.2,2,8277,8308,8335,8357,8374,8387
san teodoro,2021,2.4,2.8,2,20045,20462,20873,21278,21678,22070
san teodoro,2022,1.4,1.9,2,20045,20462,20873,21278,21678,22070
san teodoro,2023,1.8,3.0,2,20045,20462,20873,21278,21678,22070
san teodoro,2024,1.9,1.9,1,20045,20462,20873,21278,21678,22070
san teodoro,2025,1.5,4.4,4,20045,20462,20873,21278,21678,22070
san vicente,2020,1.4,3.4,52,13652,13821,13986,14146,14303,14454
san vicente,2021,2.5,2.5,4,13652,13821,13986,14146,14303,14454
san vicente,2022,1.5,4.2,16,13652,13821,13986,14146,14303,14454
san vicente,2023,2.2,2.9,12,13652,13821,13986,14146,14303,14454
san vicente,2025,1.8,4.0,12,13652,13821,13986,14146,14303,14454
sanchez-mira,2020,1.7,2.9,9,25859,26079,26283,26472,26645,26801
sanchez-mira,2021,2.0,2.2,2,25859,26079,26283,26472,26645,26801
sanchez-mira,2022,2.6,3.6,3,25859,26079,26283,26472,26645,26801
sanchez-mira,2023,1.7,2.6,3,25859,26079,26283,26472,26645,26801
sanchez-mira,2024,1.7,2.2,5,25859,26079,26283,26472,26645,26801
sanchez-mira,2025,1.5,2.8,6,25859,26079,26283,26472,26645,26801
santa,2020,1.9,2.8,4,15657,15700,15736,15765,15786,15800
santa,2021,1.6,2.9,8,15657,15700,15736,15765,15786,15800
santa,2022,1.3,3.0,27,15657,15700,15736,15765,15786,15800
santa,2023,1.9,3.5,7,15657,15700,15736,15765,15786,15800
santa,2024,1.4,2.8,5,15657,15700,15736,15765,15786,15800
santa,2025,1.7,2.7,8,15657,15700,15736,15765,15786,15800
santa ana,2020,1.9,4.0,74,35355,35796,36219,36623,37009,37375
santa ana,2021,2.0,3.4,22,35355,35796,36219,36623,37009,37375
santa ana,2022,1.5,3.3,26,35355,35796,36219,36623,37009,37375
santa ana,2023,2.3,4.1,24,35355,35796,36219,36623,37009,37375
santa ana,2024,2.1,3.5,26,35355,35796,36219,36623,37009,37375
santa ana,2025,2.0,3.7,14,35355,35796,36219,36623,37009,37375
santa barbara,2021,2.0,2.4,4,86766,87607,88407,89164,89881,90554
santa barbara,2024,2.4,2.4,2,86766,87607,88407,89164,89881,90554
santa barbara,2025,1.9,1.9,2,86766,87607,88407,89164,89881,90554
santa catalina,2020,1.8,3.8,74,14229,14267,14298,14323,14341,14353
santa catalina,2021,2.0,3.5,80,14229,14267,14298,14323,14341,14353
santa catalina,2022,1.7,3.9,86,14229,14267,14298,14323,14341,14353
santa catalina,2023,1.4,4.4,122,14229,14267,14298,14323,14341,14353
santa catalina,2024,1.4,5.0,250,14229,14267,14298,14323,14341,14353
santa catalina,2025,1.6,4.5,90,14229,14267,14298,14323,14341,14353
santa cruz,2020,1.6,4.6,315,41305,41543,41764,41967,42151,42318
santa cruz,2021,1.6,5.1,300,41305,41543,41764,41967,42151,42318
santa cruz,2022,1.4,3.4,330,41305,41543,41764,41967,42151,42318
santa cruz,2023,1.3,4.6,310,41305,41543,41764,41967,42151,42318
santa cruz,2024,1.5,4.1,250,41305,41543,41764,41967,42151,42318
santa cruz,2025,1.3,4.0,320,41305,41543,41764,41967,42151,42318
santa elena,2020,1.6,2.6,4,41882,42016,42120,42195,42239,42253
santa elena,2021,1.8,3.0,15,41882,42016,42120,42195,42239,42253
santa elena,2022,1.4,2.9,5,41882,42016,42120,42195,42239,42253
santa elena,2023,1.4,3.9,5,41882,42016,42120,42195,42239,42253
santa elena,2024,1.5,1.9,3,41882,42016,42120,42195,42239,42253
santa elena,2025,1.7,2.2,5,41882,42016,42120,42195,42239,42253
santa fe,2020,2.3,3.1,16,17874,18195,18508,18814,19112,19402
santa fe,2021,1.6,3.6,24,17874,18195,18508,18814,19112,19402
santa fe,2022,1.5,3.6,64,17874,18195,18508,18814,19112,19402
santa fe,2023,1.6,3.7,20,17874,18195,18508,18814,19112,19402
santa fe,2024,1.8,2.9,20,17874,18195,18508,18814,19112,19402
santa fe,2025,1.6,2.6,24,17874,18195,18508,18814,19112,19402
santa ignacia,2021,1.9,2.0,3,51353,52006,52620,53192,53726,54218
santa ignacia,2023,1.4,2.2,3,51353,52006,52620,53192,53726,54218
santa ignacia,2024,1.9,1.9,1,51353,52006,52620,53192,53726,54218
santa josefa,2020,1.5,3.0,6,27513,27627,27725,27808,27875,27927
santa josefa,2021,1.8,4.8,3,27513,27627,27725,27808,27875,27927
santa josefa,2022,1.7,2.7,3,27513,27627,27725,27808,27875,27927
santa josefa,2023,1.6,3.4,8,27513,27627,27725,27808,27875,27927
santa josefa,2024,1.3,2.5,12,27513,27627,27725,27808,27875,27927
santa josefa,2025,1.3,2.4,6,27513,27627,27725,27808,27875,27927
santa lucia,2020,1.5,2.4,3,25927,25999,26058,26105,26140,26163
santa lucia,2021,1.9,1.9,1,25927,25999,26058,26105,26140,26163
santa magdalena,2020,3.7,3.7,1,17307,17364,17410,17443,17464,17474
santa magdalena,2021,2.0,2.0,1,17307,17364,17410,17443,17464,17474
santa magdalena,2025,2.2,2.2,1,17307,17364,17410,17443,17464,17474
santa marcela,2021,2.6,2.6,1,14788,15016,15240,15460,15678,15891
santa marcela,2025,2.2,2.2,1,14788,15016,15240,15460,15678,15891
santa margarita,2020,1.9,1.9,1,27432,27609,27772,27921,28055,28175
santa margarita,2021,1.5,1.5,1,27432,27609,27772,27921,28055,28175
santa margarita,2022,2.9,2.9,1,27432,27609,27772,27921,28055,28175
santa margarita,2023,2.4,2.6,2,27432,27609,27772,27921,28055,28175
santa maria,2020,1.9,3.9,54,31656,31888,32108,32314,32507,32687
santa maria,2021,1.8,2.9,48,31656,31888,32108,32314,32507,32687
santa maria,2022,1.7,3.0,54,31656,31888,32108,32314,32507,32687
santa maria,2023,1.4,3.4,72,31656,31888,32108,32314,32507,32687
santa maria,2024,1.6,3.4,96,31656,31888,32108,32314,32507,32687
santa maria,2025,1.3,3.6,102,31656,31888,32108,32314,32507,32687
santa praxedes,2020,1.7,3.2,11,4688,4794,4899,5004,5108,5210
santa praxedes,2021,2.0,4.5,7,4688,4794,4899,5004,5108,5210
santa praxedes,2022,1.4,3.5,32,4688,4794,4899,5004,5108,5210
santa praxedes,2023,1.4,4.4,35,4688,4794,4899,5004,5108,5210
santa praxedes,2024,1.6,3.4,29,4688,4794,4899,5004,5108,5210
santa praxedes,2025,1.3,3.0,22,4688,4794,4899,5004,5108,5210
santa rita,2020,2.0,3.2,6,43074,43355,43588,43774,43911,44000
santa rita,2022,3.0,3.0,2,43074,43355,43588,43774,43911,44000
santa rita,2023,2.4,2.4,2,43074,43355,43588,43774,43911,44000
santa rita,2024,2.6,2.6,2,43074,43355,43588,43774,43911,44000
santa rita,2025,1.8,2.4,4,43074,43355,43588,43774,43911,44000
santa rosa,2020,1.6,2.5,7,74522,75593,76677,77776,78893,80021
santa teresita,2020,1.4,3.0,20,20476,20735,20985,21223,21451,21668
santa teresita,2022,2.1,2.3,4,20476,20735,20985,21223,21451,21668
santa teresita,2023,2.5,2.6,4,20476,20735,20985,21223,21451,21668
santa teresita,2024,1.6,2.7,6,20476,20735,20985,21223,21451,21668
santa teresita,2025,3.1,3.1,2,20476,20735,20985,21223,21451,21668
santiago,2020,1.8,3.6,50,19313,19401,19479,19548,19609,19661
santiago,2021,1.6,3.5,54,19313,19401,19479,19548,19609,19661
santiago,2022,1.4,4.2,76,19313,19401,19479,19548,19609,19661
santiago,2023,1.7,5.1,76,19313,19401,19479,19548,19609,19661
santiago,2024,1.4,4.0,74,19313,19401,19479,19548,19609,19661
santiago,2025,1.3,3.7,84,19313,19401,19479,19548,19609,19661
santo domingo,2020,2.4,2.9,8,28553,28632,28697,28749,28788,28813
santo domingo,2021,2.2,3.3,12,28553,28632,28697,28749,28788,28813
santo domingo,2022,1.5,3.7,14,28553,28632,28697,28749,28788,28813
santo domingo,2023,1.6,2.8,6,28553,28632,28697,28749,28788,28813
santo domingo,2024,2.2,2.8,6,28553,28632,28697,28749,28788,28813
santo domingo,2025,2.0,3.8,30,28553,28632,28697,28749,28788,28813
santo niño,2020,1.6,2.3,4,13145,13181,13209,13230,13243,13249
santo niño,2021,2.1,2.1,2,13145,13181,13209,13230,13243,13249
santo niño,2022,1.7,3.5,8,13145,13181,13209,13230,13243,13249
santo niño,2023,1.5,4.5,10,13145,13181,13209,13230,13243,13249
santo niño,2024,1.5,2.8,32,13145,13181,13209,13230,13243,13249
santo niño,2025,1.8,2.3,6,13145,13181,13209,13230,13243,13249
santo tomas,2020,1.8,3.0,84,42021,42558,43076,43573,44053,44512
santo tomas,2021,2.1,3.7,36,42021,42558,43076,43573,44053,44512
santo tomas,2022,2.5,2.9,30,42021,42558,43076,43573,44053,44512
santo tomas,2023,2.1,3.3,18,42021,42558,43076,43573,44053,44512
santo tomas,2024,1.6,2.0,36,42021,42558,43076,43573,44053,44512
santo tomas,2025,1.5,4.9,42,42021,42558,43076,43573,44053,44512
santol,2020,1.8,2.9,5,12868,12924,12973,13013,13046,13070
santol,2021,2.2,2.7,2,12868,12924,12973,13013,13046,13070
santol,2023,2.0,2.1,2,12868,12924,12973,13013,13046,13070
sapa-sapa,2020,4.2,4.2,1,31917,32042,32143,32219,32271,32298
sapa-sapa,2023,4.5,4.5,1,31917,32042,32143,32219,32271,32298
sapa-sapa,2024,4.2,4.2,1,31917,32042,32143,32219,32271,32298
sapa-sapa,2025,4.3,4.3,1,31917,32042,32143,32219,32271,32298
sapad,2023,2.0,2.0,1,22750,22992,23217,23425,23617,23790
sarangani,2020,1.7,6.2,744,24748,24835,24903,24952,24982,24993
sarangani,2021,2.0,6.2,366,24748,24835,24903,24952,24982,24993
sariaya,2023,2.3,2.7,2,159033,160786,162447,164015,165494,166876
sariaya,2025,1.7,1.7,1,159033,160786,162447,164015,165494,166876
sarrat,2020,2.3,2.9,3,25669,25729,25777,25814,25840,25854
sarrat,2021,2.4,3.0,3,25669,25729,25777,25814,25840,25854
sarrat,2022,1.6,2.2,3,25669,25729,25777,25814,25840,25854
sarrat,2023,1.9,3.2,2,25669,25729,25777,25814,25840,25854
sarrat,2024,2.5,2.5,1,25669,25729,25777,25814,25840,25854
sarrat,2025,2.1,2.1,1,25669,25729,25777,25814,25840,25854
sebaste,2022,1.9,1.9,1,18443,18521,18589,18646,18693,18729
sebaste,2023,2.5,3.4,3,18443,18521,18589,18646,18693,18729
sebaste,2025,1.7,2.2,2,18443,18521,18589,18646,18693,18729
sen. ninoy aquino,2020,1.8,2.6,4,48719,49009,49270,49501,49704,49876
sergio osmeña sr.,2020,2.3,2.3,1,30801,30883,30953,31011,31056,31089
sergio osmeña sr.,2022,1.6,1.7,2,30801,30883,30953,31011,31056,31089
sergio osmeña sr.,2023,1.4,1.9,4,30801,30883,30953,31011,31056,31089
sergio osmeña sr.,2024,2.0,2.4,2,30801,30883,30953,31011,31056,31089
sergio osmeña sr.,2025,1.7,2.1,2,30801,30883,30953,31011,31056,31089
sevilla,2021,2.4,2.4,1,10825,10855,10883,10911,10937,10962
sevilla,2024,1.8,1.8,1,10825,10855,10883,10911,10937,10962
siasi,2020,3.3,3.3,1,69275,69500,69694,69858,69990,70091
siasi,2022,3.4,3.4,1,69275,69500,69694,69858,69990,70091
siaton,2020,1.8,3.9,28,80240,80662,81052,81409,81735,82028
siaton,2021,1.9,3.3,34,80240,80662,81052,81409,81735,82028
siaton,2022,1.7,3.9,27,80240,80662,81052,81409,81735,82028
siaton,2023,1.8,3.4,26,80240,80662,81052,81409,81735,82028
siaton,2024,1.8,3.3,22,80240,80662,81052,81409,81735,82028
siaton,2025,1.5,4.0,31,80240,80662,81052,81409,81735,82028
siay,2021,2.1,2.1,1,44336,44802,45235,45637,46007,46344
siay,2022,1.5,1.5,1,44336,44802,45235,45637,46007,46344
siay,2024,1.9,3.8,3,44336,44802,45235,45637,46007,46344
siay,2025,2.3,2.3,1,44336,44802,45235,45637,46007,46344
siayan,2020,2.1,2.7,4,35514,35584,35639,35681,35707,35719
siayan,2021,1.7,3.4,5,35514,35584,35639,35681,35707,35719
siayan,2022,2.1,2.6,4,35514,35584,35639,35681,35707,35719
siayan,2023,1.5,3.4,7,35514,35584,35639,35681,35707,35719
siayan,2024,1.5,4.1,7,35514,35584,35639,35681,35707,35719
siayan,2025,1.5,3.1,10,35514,35584,35639,35681,35707,35719
sibagat,2020,2.2,3.4,11,31144,31234,31307,31361,31398,31417
sibagat,2021,1.8,2.8,5,31144,31234,31307,31361,31398,31417
sibagat,2022,1.8,3.6,22,31144,31234,31307,31361,31398,31417
sibagat,2023,1.5,4.1,39,31144,31234,31307,31361,31398,31417
sibagat,2024,1.6,2.9,13,31144,31234,31307,31361,31398,31417
sibagat,2025,1.6,3.2,16,31144,31234,31307,31361,31398,31417
sibalom,2022,3.2,4.1,3,63925,64571,65185,65769,66323,66845
sibuco,2020,3.0,3.0,1,36359,36678,36986,37281,37564,37836
sibuco,2021,2.1,2.4,3,36359,36678,36986,37281,37564,37836
sibuco,2022,1.9,3.9,5,36359,36678,36986,37281,37564,37836
sibuco,2023,1.6,2.7,12,36359,36678,36986,37281,37564,37836
sibuco,2024,1.5,2.9,12,36359,36678,36986,37281,37564,37836
sibuco,2025,1.6,3.5,9,36359,36678,36986,37281,37564,37836
sibulan,2020,2.0,2.1,3,66477,67911,69348,70786,72231,73674
sibulan,2021,2.1,2.1,2,66477,67911,69348,70786,72231,73674
sibulan,2023,1.8,1.8,1,66477,67911,69348,70786,72231,73674
sibulan,2025,2.6,2.6,1,66477,67911,69348,70786,72231,73674
sibunag,2020,2.3,2.3,1,24694,25143,25572,25978,26362,26725
sibunag,2022,2.2,2.2,1,24694,25143,25572,25978,26362,26725
sibunag,2023,2.1,2.1,1,24694,25143,25572,25978,26362,26725
sibunag,2024,2.0,2.4,2,24694,25143,25572,25978,26362,26725
sibunag,2025,1.4,2.1,3,24694,25143,25572,25978,26362,26725
sibutad,2021,2.3,3.2,2,18032,18090,18141,18185,18221,18250
sibutad,2024,2.3,2.3,1,18032,18090,18141,18185,18221,18250
sierra bullones,2020,2.7,2.7,1,24780,24796,24815,24837,24862,24890
sierra bullones,2024,2.2,2.2,1,24780,24796,24815,24837,24862,24890
sierra bullones,2025,2.0,2.0,1,24780,24796,24815,24837,24862,24890
sigay,2020,2.1,2.4,3,3037,3097,3157,3217,3276,3336
sigay,2021,1.7,1.9,2,3037,3097,3157,3217,3276,3336
sigay,2022,1.4,3.3,26,3037,3097,3157,3217,3276,3336
sigay,2023,2.0,3.5,5,3037,3097,3157,3217,3276,3336
sigay,2024,2.4,2.5,2,3037,3097,3157,3217,3276,3336
sigay,2025,1.8,2.8,5,3037,3097,3157,3217,3276,3336
sigma,2022,2.6,2.6,1,31106,31310,31517,31726,31938,32151
sikatuna,2025,1.6,1.6,1,6994,7038,7079,7117,7152,7183
silago,2020,1.5,4.1,76,13228,13323,13419,13516,13615,13714
silago,2021,1.6,4.4,21,13228,13323,13419,13516,13615,13714
silago,2022,1.8,3.1,18,13228,13323,13419,13516,13615,13714
silago,2023,1.5,3.3,24,13228,13323,13419,13516,13615,13714
silago,2024,1.6,3.8,21,13228,13323,13419,13516,13615,13714
silago,2025,1.5,4.4,18,13228,13323,13419,13516,13615,13714
silang,2020,2.0,3.5,4,281342,285782,289450,292348,294480,295835
silvino lobos,2021,2.6,2.6,1,16057,16186,16305,16415,16517,16610
silvino lobos,2022,2.3,2.3,2,16057,16186,16305,16415,16517,16610
silvino lobos,2024,1.6,1.6,1,16057,16186,16305,16415,16517,16610
silvino lobos,2025,1.5,2.8,10,16057,16186,16305,16415,16517,16610
sinait,2020,2.1,3.3,14,26170,26242,26302,26350,26385,26408
sinait,2021,1.9,3.3,18,26170,26242,26302,26350,26385,26408
sinait,2022,1.6,4.0,29,26170,26242,26302,26350,26385,26408
sinait,2023,1.9,3.6,22,26170,26242,26302,26350,26385,26408
sinait,2024,1.6,4.0,34,26170,26242,26302,26350,26385,26408
sinait,2025,2.0,3.6,13,26170,26242,26302,26350,26385,26408
sindangan,2020,2.4,3.4,2,102052,102469,102846,103184,103481,103738
sindangan,2021,2.3,4.2,3,102052,102469,102846,103184,103481,103738
sindangan,2022,1.6,2.9,8,102052,102469,102846,103184,103481,103738
sindangan,2023,1.8,4.0,5,102052,102469,102846,103184,103481,103738
sindangan,2024,1.5,1.9,3,102052,102469,102846,103184,103481,103738
sindangan,2025,2.2,2.7,3,102052,102469,102846,103184,103481,103738
siocon,2020,1.9,4.9,17,51140,51981,52815,53642,54465,55278
siocon,2021,1.5,4.3,24,51140,51981,52815,53642,54465,55278
siocon,2022,1.5,3.6,66,51140,51981,52815,53642,54465,55278
siocon,2023,1.4,4.7,33,51140,51981,52815,53642,54465,55278
siocon,2024,1.4,3.1,19,51140,51981,52815,53642,54465,55278
siocon,2025,1.4,5.4,24,51140,51981,52815,53642,54465,55278
sipocot,2020,1.8,3.3,4,66835,67122,67372,67585,67762,67901
sipocot,2021,1.7,3.8,14,66835,67122,67372,67585,67762,67901
sipocot,2022,1.8,3.1,2,66835,67122,67372,67585,67762,67901
sipocot,2023,2.2,2.2,1,66835,67122,67372,67585,67762,67901
sipocot,2025,2.0,2.2,2,66835,67122,67372,67585,67762,67901
sirawai,2020,3.9,3.9,1,32569,33352,34140,34934,35735,36540
sirawai,2022,1.8,2.9,2,32569,33352,34140,34934,35735,36540
sirawai,2023,1.7,3.5,6,32569,33352,34140,34934,35735,36540
sirawai,2024,1.8,2.0,2,32569,33352,34140,34934,35735,36540
sirawai,2025,1.8,3.2,8,32569,33352,34140,34934,35735,36540
siruma,2020,2.1,3.6,10,18306,18386,18454,18513,18561,18598
siruma,2021,1.8,3.5,5,18306,18386,18454,18513,18561,18598
siruma,2022,1.6,2.9,6,18306,18386,18454,18513,18561,18598
siruma,2023,1.6,3.0,11,18306,18386,18454,18513,18561,18598
siruma,2024,1.6,2.9,12,18306,18386,18454,18513,18561,18598
siruma,2025,1.5,3.3,10,18306,18386,18454,18513,18561,18598
sison,2020,1.8,3.7,12,50727,51312,51875,52415,52934,53428
sison,2021,1.6,2.7,4,50727,51312,51875,52415,52934,53428
sison,2022,1.8,3.5,10,50727,51312,51875,52415,52934,53428
sison,2023,1.5,2.7,20,50727,51312,51875,52415,52934,53428
sison,2024,1.5,3.1,12,50727,51312,51875,52415,52934,53428
sison,2025,1.6,2.3,6,50727,51312,51875,52415,52934,53428
sitangkai,2023,3.5,3.5,1,34412,34547,34656,34738,34794,34823
socorro,2020,1.4,4.1,46,24168,24551,24934,25320,25709,26097
socorro,2021,1.7,3.7,58,24168,24551,24934,25320,25709,26097
socorro,2022,1.7,5.0,70,24168,24551,24934,25320,25709,26097
socorro,2023,1.2,3.9,158,24168,24551,24934,25320,25709,26097
socorro,2024,1.4,3.8,180,24168,24551,24934,25320,25709,26097
