city,year_x,min_mag,max_mag,frequency,july2020,july2021,july2022,july2023,july2024,july2025
abra de ilog,2020,1.4,4.8,121,32596,32801,32986,33151,33297,33423
abra de ilog,2021,1.5,5.8,92,32596,32801,32986,33151,33297,33423
abra de ilog,2022,1.5,5.3,109,32596,32801,32986,33151,33297,33423
abra de ilog,2023,1.3,5.1,125,32596,32801,32986,33151,33297,33423
abra de ilog,2024,1.4,4.9,134,32596,32801,32986,33151,33297,33423
abra de ilog,2025,1.0,4.4,179,32596,32801,32986,33151,33297,33423
abucay,2021,1.5,1.5,1,41960,42252,42491,42676,42818,42888
abucay,2023,2.1,2.1,1,41960,42252,42491,42676,42818,42888
abulug,2020,1.8,2.4,3,34355,34670,34965,35239,35492,35725
abulug,2023,3.8,3.8,1,34355,34670,34965,35239,35492,35725
abulug,2024,1.7,3.0,2,34355,34670,34965,35239,35492,35725
abulug,2025,2.1,2.7,3,34355,34670,34965,35239,35492,35725
abuyog,2020,1.3,3.7,12,61163,61490,61816,62142,62468,62794
abuyog,2021,2.0,3.2,12,61163,61490,61816,62142,62468,62794
abuyog,2022,2.0,3.8,9,61163,61490,61816,62142,62468,62794
abuyog,2023,1.6,3.6,4,61163,61490,61816,62142,62468,62794
abuyog,2024,1.4,5.8,181,61163,61490,61816,62142,62468,62794
abuyog,2025,1.4,3.8,21,61163,61490,61816,62142,62468,62794
adams,2020,1.5,3.3,25,1823,1827,1830,1833,1834,1835
adams,2021,1.8,3.1,11,1823,1827,1830,1833,1834,1835
adams,2022,1.4,3.5,45,1823,1827,1830,1833,1834,1835
adams,2023,1.4,3.4,55,1823,1827,1830,1833,1834,1835
adams,2024,1.2,4.9,53,1823,1827,1830,1833,1834,1835
adams,2025,1.3,3.6,52,1823,1827,1830,1833,1834,1835
agdangan,2024,1.6,1.6,1,14177,14421,14656,14883,15103,15313
aglipay,2021,2.3,2.3,1,28888,29071,29240,29396,29536,29663
aglipay,2022,1.7,1.7,1,28888,29071,29240,29396,29536,29663
aglipay,2023,1.7,2.0,2,28888,29071,29240,29396,29536,29663
agno,2020,1.7,4.6,111,28650,28723,28779,28819,28842,28849
agno,2021,1.5,5.0,42,28650,28723,28779,28819,28842,28849
agno,2022,1.6,4.8,19,28650,28723,28779,28819,28842,28849
agno,2023,1.8,3.7,15,28650,28723,28779,28819,28842,28849
agno,2024,1.5,3.5,18,28650,28723,28779,28819,28842,28849
agno,2025,2.0,4.5,26,28650,28723,28779,28819,28842,28849
agoncillo,2020,1.2,4.1,237,40177,40594,41007,41416,41823,42224
agoncillo,2021,1.5,2.8,2,40177,40594,41007,41416,41823,42224
agoncillo,2022,1.8,1.8,1,40177,40594,41007,41416,41823,42224
agoncillo,2024,2.4,2.4,1,40177,40594,41007,41416,41823,42224
agoncillo,2025,1.6,1.6,1,40177,40594,41007,41416,41823,42224
agoo,2020,2.0,2.6,4,66406,66841,67238,67595,67914,68193
agoo,2021,1.8,3.8,3,66406,66841,67238,67595,67914,68193
agoo,2022,1.9,3.3,8,66406,66841,67238,67595,67914,68193
agoo,2023,2.0,3.7,3,66406,66841,67238,67595,67914,68193
agoo,2024,1.8,2.1,2,66406,66841,67238,67595,67914,68193
agoo,2025,2.1,3.0,2,66406,66841,67238,67595,67914,68193
aguilar,2020,3.8,3.8,1,43052,43305,43535,43741,43924,44083
aguilar,2021,1.7,2.1,2,43052,43305,43535,43741,43924,44083
aguilar,2022,2.2,3.0,3,43052,43305,43535,43741,43924,44083
aguilar,2023,1.9,2.8,2,43052,43305,43535,43741,43924,44083
aguilar,2024,1.5,2.3,3,43052,43305,43535,43741,43924,44083
aguilar,2025,1.9,1.9,2,43052,43305,43535,43741,43924,44083
aguinaldo,2020,1.8,3.3,5,19908,19986,20057,20121,20176,20224
aguinaldo,2021,1.5,2.7,26,19908,19986,20057,20121,20176,20224
aguinaldo,2022,1.5,2.8,10,19908,19986,20057,20121,20176,20224
aguinaldo,2023,1.4,3.4,5,19908,19986,20057,20121,20176,20224
aguinaldo,2024,1.4,2.5,12,19908,19986,20057,20121,20176,20224
aguinaldo,2025,1.4,2.6,19,19908,19986,20057,20121,20176,20224
agutaya,2022,2.3,2.4,2,13179,13264,13335,13390,13431,13457
agutaya,2023,2.5,2.5,2,13179,13264,13335,13390,13431,13457
agutaya,2024,2.6,2.6,1,13179,13264,13335,13390,13431,13457
agutaya,2025,2.1,3.1,4,13179,13264,13335,13390,13431,13457
ajuy,2021,3.0,3.0,1,56710,57605,58464,59288,60078,60831
ajuy,2025,2.2,2.2,1,56710,57605,58464,59288,60078,60831
akbar,2022,2.5,2.5,1,20621,21306,22009,22731,23473,24231
akbar,2023,1.8,1.8,1,20621,21306,22009,22731,23473,24231
akbar,2024,1.6,1.7,2,20621,21306,22009,22731,23473,24231
al-barka,2023,2.9,2.9,1,21771,21941,22109,22276,22442,22605
al-barka,2024,2.4,2.4,1,21771,21941,22109,22276,22442,22605
al-barka,2025,2.4,2.4,1,21771,21941,22109,22276,22442,22605
alabat,2021,1.8,3.0,2,15890,15921,15945,15963,15973,15976
alabat,2022,1.4,4.0,7,15890,15921,15945,15963,15973,15976
alabat,2024,1.5,2.7,3,15890,15921,15945,15963,15973,15976
alabat,2025,1.7,1.7,1,15890,15921,15945,15963,15973,15976
alamada,2021,3.1,3.1,1,71351,72486,73540,74514,75409,76222
alamada,2022,2.2,3.8,2,71351,72486,73540,74514,75409,76222
alamada,2023,1.4,2.9,6,71351,72486,73540,74514,75409,76222
alamada,2024,1.6,2.5,3,71351,72486,73540,74514,75409,76222
alamada,2025,1.5,4.4,2,71351,72486,73540,74514,75409,76222
alaminos,2020,1.8,2.0,2,51287,51871,52417,52926,53398,53831
alaminos,2022,1.4,2.7,3,51287,51871,52417,52926,53398,53831
alaminos,2023,2.6,2.6,1,51287,51871,52417,52926,53398,53831
alaminos,2024,1.3,2.1,3,51287,51871,52417,52926,53398,53831
alaminos,2025,1.9,1.9,1,51287,51871,52417,52926,53398,53831
alangalang,2022,2.3,2.3,1,64203,66200,68256,70369,72547,74777
alangalang,2024,1.4,1.4,1,64203,66200,68256,70369,72547,74777
albuera,2020,2.0,3.7,10,51834,53029,54250,55497,56772,58068
albuera,2021,1.8,4.3,29,51834,53029,54250,55497,56772,58068
albuera,2022,1.7,3.0,10,51834,53029,54250,55497,56772,58068
albuera,2023,1.8,3.1,8,51834,53029,54250,55497,56772,58068
albuera,2024,1.3,3.4,14,51834,53029,54250,55497,56772,58068
albuera,2025,1.6,3.8,18,51834,53029,54250,55497,56772,58068
alburquerque,2020,2.2,2.2,1,11022,11102,11175,11242,11303,11358
alburquerque,2021,1.5,2.0,2,11022,11102,11175,11242,11303,11358
alburquerque,2022,2.1,2.1,1,11022,11102,11175,11242,11303,11358
alburquerque,2024,1.4,1.6,2,11022,11102,11175,11242,11303,11358
alburquerque,2025,1.9,3.2,3,11022,11102,11175,11242,11303,11358
alcala,2021,2.1,2.1,2,45374,45704,46010,46292,46550,46784
alcala,2022,1.5,2.6,6,45374,45704,46010,46292,46550,46784
alcala,2023,1.5,2.1,6,45374,45704,46010,46292,46550,46784
alcala,2025,1.6,3.0,6,45374,45704,46010,46292,46550,46784
alcantara,2020,1.6,3.3,10,16774,17076,17371,17656,17934,18203
alcantara,2022,1.8,1.9,4,16774,17076,17371,17656,17934,18203
alcantara,2023,1.9,2.7,4,16774,17076,17371,17656,17934,18203
alcantara,2024,1.4,1.4,2,16774,17076,17371,17656,17934,18203
alcantara,2025,2.0,2.5,8,16774,17076,17371,17656,17934,18203
alcoy,2020,1.8,2.8,14,19293,19747,20196,20639,21079,21511
alcoy,2022,2.0,3.5,4,19293,19747,20196,20639,21079,21511
alcoy,2023,1.6,2.4,2,19293,19747,20196,20639,21079,21511
alcoy,2024,1.7,1.7,1,19293,19747,20196,20639,21079,21511
alcoy,2025,1.7,1.7,1,19293,19747,20196,20639,21079,21511
alegria,2020,1.5,3.0,20,24425,24596,24748,24881,24995,25089
alegria,2021,1.8,3.5,14,24425,24596,24748,24881,24995,25089
alegria,2022,1.8,3.0,30,24425,24596,24748,24881,24995,25089
alegria,2023,1.9,4.5,22,24425,24596,24748,24881,24995,25089
alegria,2024,2.3,4.1,14,24425,24596,24748,24881,24995,25089
alegria,2025,1.7,3.3,14,24425,24596,24748,24881,24995,25089
alfonso,2020,1.4,3.2,6,53721,53954,54137,54270,54353,54385
alicia,2020,1.7,2.0,6,77727,78892,80022,81119,82184,83213
alicia,2021,1.7,2.5,24,77727,78892,80022,81119,82184,83213
alicia,2022,1.6,2.7,6,77727,78892,80022,81119,82184,83213
alicia,2023,2.0,2.0,3,77727,78892,80022,81119,82184,83213
alicia,2024,1.6,2.1,6,77727,78892,80022,81119,82184,83213
alicia,2025,1.4,2.1,9,77727,78892,80022,81119,82184,83213
alilem,2020,1.8,2.8,4,6825,6843,6856,6867,6875,6879
alilem,2021,2.1,2.1,1,6825,6843,6856,6867,6875,6879
alilem,2022,1.9,2.4,5,6825,6843,6856,6867,6875,6879
alilem,2023,1.8,3.7,4,6825,6843,6856,6867,6875,6879
alilem,2024,1.7,2.4,2,6825,6843,6856,6867,6875,6879
alilem,2025,1.6,2.9,5,6825,6843,6856,6867,6875,6879
alimodian,2024,2.3,2.4,2,39458,39641,39791,39907,39990,40040
alimodian,2025,1.5,1.5,1,39458,39641,39791,39907,39990,40040
alitagtag,2020,1.2,2.5,9,26862,27172,27481,27787,28093,28395
alitagtag,2024,1.5,1.5,1,26862,27172,27481,27787,28093,28395
allacapan,2022,2.5,2.5,1,35515,35846,36155,36444,36712,36957
allen,2020,1.6,2.0,3,26809,27038,27253,27453,27640,27812
almagro,2020,2.4,3.6,6,9135,9159,9178,9192,9200,9204
almagro,2021,1.9,2.5,4,9135,9159,9178,9192,9200,9204
almagro,2022,2.0,2.4,3,9135,9159,9178,9192,9200,9204
almagro,2024,2.5,3.1,5,9135,9159,9178,9192,9200,9204
almagro,2025,2.1,2.1,1,9135,9159,9178,9192,9200,9204
almeria,2020,2.0,3.1,5,17274,17314,17346,17368,17381,17386
almeria,2021,2.1,3.6,11,17274,17314,17346,17368,17381,17386
almeria,2022,2.6,3.0,3,17274,17314,17346,17368,17381,17386
almeria,2024,1.5,2.8,7,17274,17314,17346,17368,17381,17386
almeria,2025,1.4,2.3,7,17274,17314,17346,17368,17381,17386
aloguinsan,2022,3.4,3.4,1,36783,37713,38636,39551,40462,41363
ambaguio,2020,2.1,4.2,23,17017,17358,17693,18022,18346,18663
ambaguio,2021,1.4,4.4,63,17017,17358,17693,18022,18346,18663
ambaguio,2022,1.5,3.9,37,17017,17358,17693,18022,18346,18663
ambaguio,2023,1.4,3.3,26,17017,17358,17693,18022,18346,18663
ambaguio,2024,1.6,3.6,21,17017,17358,17693,18022,18346,18663
ambaguio,2025,1.7,3.3,14,17017,17358,17693,18022,18346,18663
ampatuan,2020,1.6,2.3,7,27464,27993,28517,29036,29551,30059
ampatuan,2024,1.8,2.3,3,27464,27993,28517,29036,29551,30059
ampatuan,2025,1.7,1.7,1,27464,27993,28517,29036,29551,30059
anahawan,2020,1.5,3.2,25,8472,8527,8582,8638,8695,8752
anahawan,2021,2.0,2.9,14,8472,8527,8582,8638,8695,8752
anahawan,2022,1.6,3.4,14,8472,8527,8582,8638,8695,8752
anahawan,2023,1.5,5.0,11,8472,8527,8582,8638,8695,8752
anahawan,2024,1.5,3.1,17,8472,8527,8582,8638,8695,8752
anahawan,2025,1.4,3.0,27,8472,8527,8582,8638,8695,8752
anao,2021,2.1,2.1,1,12180,12296,12406,12511,12611,12705
anao,2022,2.1,2.1,1,12180,12296,12406,12511,12611,12705
anao,2025,1.8,1.8,1,12180,12296,12406,12511,12611,12705
anda,2020,1.5,3.6,66,41692,42076,42439,42781,43104,43405
anda,2021,1.7,3.3,82,41692,42076,42439,42781,43104,43405
anda,2022,1.6,3.6,46,41692,42076,42439,42781,43104,43405
anda,2023,1.4,3.5,52,41692,42076,42439,42781,43104,43405
anda,2024,1.6,3.6,56,41692,42076,42439,42781,43104,43405
anda,2025,1.6,4.0,50,41692,42076,42439,42781,43104,43405
angono,2021,2.2,2.2,1,119526,120430,121210,121866,122398,122805
anilao,2022,2.0,2.0,1,29468,29605,29717,29804,29865,29902
anilao,2024,2.4,3.1,2,29468,29605,29717,29804,29865,29902
anini-y,2020,1.8,4.0,32,21809,21897,21971,22033,22083,22121
anini-y,2021,1.8,4.1,28,21809,21897,21971,22033,22083,22121
anini-y,2022,2.0,5.1,45,21809,21897,21971,22033,22083,22121
anini-y,2023,1.5,4.6,34,21809,21897,21971,22033,22083,22121
anini-y,2024,2.0,4.0,25,21809,21897,21971,22033,22083,22121
anini-y,2025,1.7,4.4,37,21809,21897,21971,22033,22083,22121
antequera,2020,2.3,3.6,4,14499,14516,14535,14554,14574,14595
antequera,2021,1.5,2.9,8,14499,14516,14535,14554,14574,14595
antequera,2022,1.8,1.8,2,14499,14516,14535,14554,14574,14595
antequera,2023,1.5,2.5,6,14499,14516,14535,14554,14574,14595
antequera,2024,2.1,2.1,1,14499,14516,14535,14554,14574,14595
antequera,2025,1.5,3.4,9,14499,14516,14535,14554,14574,14595
antipas,2020,2.0,2.0,1,26563,26711,26823,26899,26940,26944
antipas,2021,2.3,2.3,1,26563,26711,26823,26899,26940,26944
antipas,2023,3.0,3.0,1,26563,26711,26823,26899,26940,26944
antipas,2024,3.6,4.0,2,26563,26711,26823,26899,26940,26944
aparri,2020,1.6,2.0,3,70121,70912,71664,72377,73052,73686
aparri,2022,2.4,2.4,1,70121,70912,71664,72377,73052,73686
aparri,2024,2.2,2.2,1,70121,70912,71664,72377,73052,73686
aparri,2025,1.6,2.6,2,70121,70912,71664,72377,73052,73686
araceli,2022,2.3,2.3,1,15925,16081,16220,16343,16449,16539
araceli,2024,2.7,2.7,1,15925,16081,16220,16343,16449,16539
araceli,2025,1.8,1.8,1,15925,16081,16220,16343,16449,16539
arakan,2020,2.0,3.5,3,52084,52673,53198,53656,54050,54378
arakan,2021,2.2,3.2,11,52084,52673,53198,53656,54050,54378
arakan,2022,1.6,3.0,4,52084,52673,53198,53656,54050,54378
arakan,2024,1.9,2.5,4,52084,52673,53198,53656,54050,54378
arakan,2025,1.6,2.8,3,52084,52673,53198,53656,54050,54378
argao,2020,1.8,3.4,3,74689,74978,75206,75371,75475,75517
argao,2021,2.0,2.0,1,74689,74978,75206,75371,75475,75517
aringay,2020,2.1,2.2,2,49688,50057,50396,50707,50991,51244
aringay,2021,1.9,1.9,1,49688,50057,50396,50707,50991,51244
aringay,2022,1.8,2.6,3,49688,50057,50396,50707,50991,51244
aringay,2023,3.1,3.1,1,49688,50057,50396,50707,50991,51244
aringay,2024,2.8,3.0,2,49688,50057,50396,50707,50991,51244
aringay,2025,1.4,2.4,3,49688,50057,50396,50707,50991,51244
aritao,2020,2.4,2.4,1,38453,38617,38753,38860,38938,38988
aritao,2021,1.7,2.5,12,38453,38617,38753,38860,38938,38988
aritao,2022,1.6,2.9,12,38453,38617,38753,38860,38938,38988
aritao,2023,2.3,3.3,2,38453,38617,38753,38860,38938,38988
aritao,2024,2.0,2.0,1,38453,38617,38753,38860,38938,38988
aroroy,2020,2.1,4.6,4,94001,95520,97012,98477,99919,101330
aroroy,2021,2.0,2.7,2,94001,95520,97012,98477,99919,101330
aroroy,2022,2.1,3.0,4,94001,95520,97012,98477,99919,101330
aroroy,2023,2.1,3.4,3,94001,95520,97012,98477,99919,101330
aroroy,2024,1.6,2.1,3,94001,95520,97012,98477,99919,101330
aroroy,2025,1.4,4.3,18,94001,95520,97012,98477,99919,101330
arteche,2022,2.0,2.8,5,16774,16930,17087,17246,17406,17568
arteche,2023,2.2,3.1,5,16774,16930,17087,17246,17406,17568
arteche,2024,2.2,3.6,7,16774,16930,17087,17246,17406,17568
arteche,2025,1.9,3.2,15,16774,16930,17087,17246,17406,17568
asipulo,2025,1.5,2.0,6,15612,15666,15714,15755,15789,15818
asturias,2022,2.3,2.3,1,50578,51017,51417,51779,52102,52386
asturias,2023,1.8,1.9,2,50578,51017,51417,51779,52102,52386
asturias,2025,1.7,2.3,2,50578,51017,51417,51779,52102,52386
atimonan,2025,2.1,2.1,1,65187,65445,65671,65865,66028,66158
atok,2021,2.4,2.4,1,20336,20421,20489,20539,20573,20588
atok,2022,1.9,2.5,3,20336,20421,20489,20539,20573,20588
atok,2025,1.6,2.0,3,20336,20421,20489,20539,20573,20588
aurora,2020,1.8,2.7,10,36589,36842,37072,37279,37465,37627
aurora,2021,2.3,3.1,4,36589,36842,37072,37279,37465,37627
aurora,2022,1.9,4.0,16,36589,36842,37072,37279,37465,37627
aurora,2023,1.7,1.7,4,36589,36842,37072,37279,37465,37627
aurora,2024,2.5,3.4,4,36589,36842,37072,37279,37465,37627
aurora,2025,1.5,3.4,14,36589,36842,37072,37279,37465,37627
ayungon,2020,2.0,2.6,2,47021,47108,47175,47221,47248,47254
ayungon,2021,2.0,2.6,3,47021,47108,47175,47221,47248,47254
ayungon,2022,2.0,2.5,3,47021,47108,47175,47221,47248,47254
ayungon,2023,1.7,2.5,3,47021,47108,47175,47221,47248,47254
ayungon,2024,1.7,1.7,1,47021,47108,47175,47221,47248,47254
ayungon,2025,1.9,2.6,3,47021,47108,47175,47221,47248,47254
baao,2023,1.9,1.9,1,61918,62448,62946,63411,63846,64247
baao,2025,2.6,2.6,1,61918,62448,62946,63411,63846,64247
babatngon,2022,2.5,2.5,1,29678,30074,30475,30880,31291,31705
bacacay,2022,2.2,2.2,1,72018,72513,72962,73366,73724,74035
bacacay,2023,1.8,3.0,3,72018,72513,72962,73366,73724,74035
bacarra,2021,1.8,1.8,1,32778,32850,32908,32951,32979,32994
bacarra,2022,2.1,4.0,3,32778,32850,32908,32951,32979,32994
bacarra,2023,1.9,3.9,5,32778,32850,32908,32951,32979,32994
bacarra,2024,1.6,3.9,5,32778,32850,32908,32951,32979,32994
baclayon,2025,1.5,2.4,2,22173,22431,22667,22882,23077,23250
bacnotan,2020,1.7,3.0,3,43591,43820,44023,44200,44351,44474
bacnotan,2021,1.5,2.7,12,43591,43820,44023,44200,44351,44474
bacnotan,2022,1.5,2.5,8,43591,43820,44023,44200,44351,44474
bacnotan,2023,1.8,2.7,13,43591,43820,44023,44200,44351,44474
bacnotan,2024,1.8,3.7,12,43591,43820,44023,44200,44351,44474
bacnotan,2025,1.3,3.5,13,43591,43820,44023,44200,44351,44474
baco,2020,2.7,2.7,1,39215,39544,39846,40122,40373,40597
baco,2021,1.5,2.0,3,39215,39544,39846,40122,40373,40597
baco,2022,1.5,2.1,9,39215,39544,39846,40122,40373,40597
baco,2023,1.5,2.9,16,39215,39544,39846,40122,40373,40597
baco,2024,1.7,2.3,9,39215,39544,39846,40122,40373,40597
baco,2025,1.5,2.3,5,39215,39544,39846,40122,40373,40597
bacolod,2021,2.9,2.9,1,23833,23936,24018,24080,24121,24142
bacolod,2023,2.7,2.7,1,23833,23936,24018,24080,24121,24142
bacuag,2021,1.7,2.6,3,15657,15897,16139,16382,16626,16870
bacuag,2022,2.5,2.5,1,15657,15897,16139,16382,16626,16870
bacuag,2023,1.9,2.9,3,15657,15897,16139,16382,16626,16870
bacuag,2024,1.4,3.3,5,15657,15897,16139,16382,16626,16870
bacuag,2025,2.1,2.1,1,15657,15897,16139,16382,16626,16870
badian,2022,2.0,2.0,1,39790,40041,40250,40416,40542,40624
badiangan,2023,2.3,2.3,1,27743,27872,27978,28059,28118,28152
badiangan,2024,2.1,2.1,1,27743,27872,27978,28059,28118,28152
badiangan,2025,1.6,1.9,2,27743,27872,27978,28059,28118,28152
badoc,2020,1.8,2.3,2,32218,32299,32365,32418,32456,32480
badoc,2021,2.3,3.0,8,32218,32299,32365,32418,32456,32480
badoc,2022,1.5,3.8,10,32218,32299,32365,32418,32456,32480
badoc,2023,1.8,3.3,9,32218,32299,32365,32418,32456,32480
badoc,2024,1.6,2.9,21,32218,32299,32365,32418,32456,32480
badoc,2025,1.7,3.4,15,32218,32299,32365,32418,32456,32480
bagabag,2020,2.0,2.0,1,36534,36662,36762,36836,36881,36900
bagabag,2021,1.5,2.4,2,36534,36662,36762,36836,36881,36900
bagabag,2022,1.5,2.1,6,36534,36662,36762,36836,36881,36900
bagabag,2023,1.6,2.7,4,36534,36662,36762,36836,36881,36900
bagabag,2024,1.8,1.9,2,36534,36662,36762,36836,36881,36900
bagabag,2025,1.7,1.7,1,36534,36662,36762,36836,36881,36900
bagac,2020,2.1,3.6,4,28246,28428,28576,28689,28758,28811
bagac,2022,2.5,2.5,1,28246,28428,28576,28689,28758,28811
bagac,2023,1.8,1.8,1,28246,28428,28576,28689,28758,28811
bagac,2024,1.6,2.3,2,28246,28428,28576,28689,28758,28811
bagac,2025,1.4,2.2,3,28246,28428,28576,28689,28758,28811
bagamanoc,2020,2.5,2.5,1,11833,11873,11908,11937,11961,11979
bagamanoc,2021,3.1,3.1,1,11833,11873,11908,11937,11961,11979
bagamanoc,2022,2.5,3.6,4,11833,11873,11908,11937,11961,11979
bagamanoc,2023,2.1,4.0,3,11833,11873,11908,11937,11961,11979
bagamanoc,2024,1.3,6.1,12,11833,11873,11908,11937,11961,11979
bagamanoc,2025,1.7,3.0,8,11833,11873,11908,11937,11961,11979
baganga,2020,1.7,4.9,135,58909,59318,59683,60004,60281,60514
baganga,2021,1.8,4.3,86,58909,59318,59683,60004,60281,60514
baganga,2022,1.6,5.4,72,58909,59318,59683,60004,60281,60514
baganga,2023,1.6,5.0,101,58909,59318,59683,60004,60281,60514
baganga,2024,1.2,5.0,274,58909,59318,59683,60004,60281,60514
baganga,2025,1.0,6.3,256,58909,59318,59683,60004,60281,60514
baggao,2020,1.8,2.2,3,87470,88264,89005,89694,90331,90913
baggao,2021,2.5,3.3,5,87470,88264,89005,89694,90331,90913
baggao,2022,1.9,3.5,8,87470,88264,89005,89694,90331,90913
baggao,2023,1.6,3.7,9,87470,88264,89005,89694,90331,90913
baggao,2024,1.7,3.1,12,87470,88264,89005,89694,90331,90913
baggao,2025,1.3,2.6,6,87470,88264,89005,89694,90331,90913
baguio city,2020,2.8,2.8,1,363663,366526,369096,371374,373364,375055
bagulin,2021,2.4,3.3,6,14250,14389,14520,14644,14760,14868
bagulin,2022,1.5,2.2,3,14250,14389,14520,14644,14760,14868
bagulin,2023,2.1,2.1,1,14250,14389,14520,14644,14760,14868
bagulin,2024,1.9,1.9,1,14250,14389,14520,14644,14760,14868
bagulin,2025,3.1,3.8,2,14250,14389,14520,14644,14760,14868
bagumbayan,2020,1.5,2.5,19,68827,69062,69255,69405,69512,69575
bagumbayan,2021,1.9,2.6,7,68827,69062,69255,69405,69512,69575
bagumbayan,2022,1.8,2.5,4,68827,69062,69255,69405,69512,69575
bagumbayan,2023,1.8,3.4,4,68827,69062,69255,69405,69512,69575
bagumbayan,2024,1.2,2.8,12,68827,69062,69255,69405,69512,69575
bagumbayan,2025,1.5,3.8,10,68827,69062,69255,69405,69512,69575
bakun,2020,2.3,2.3,1,16820,17087,17344,17591,17828,18055
bakun,2021,1.9,2.7,2,16820,17087,17344,17591,17828,18055
bakun,2023,1.5,2.0,4,16820,17087,17344,17591,17828,18055
balabagan,2020,2.5,2.5,1,28069,28330,28595,28863,29136,29411
balabagan,2022,2.0,2.5,4,28069,28330,28595,28863,29136,29411
balabagan,2023,2.2,2.3,2,28069,28330,28595,28863,29136,29411
balabagan,2024,2.5,2.7,2,28069,28330,28595,28863,29136,29411
balabagan,2025,1.5,2.5,5,28069,28330,28595,28863,29136,29411
balamban,2025,1.8,1.9,2,104948,108301,111568,114751,117856,120867
balangiga,2020,2.3,2.4,2,15360,15633,15910,16193,16480,16772
balangiga,2021,2.0,2.3,2,15360,15633,15910,16193,16480,16772
balangiga,2022,2.4,2.6,2,15360,15633,15910,16193,16480,16772
balangiga,2023,1.6,2.8,6,15360,15633,15910,16193,16480,16772
balangiga,2024,1.6,3.8,57,15360,15633,15910,16193,16480,16772
balangiga,2025,1.6,4.1,16,15360,15633,15910,16193,16480,16772
balangkayan,2020,2.2,2.8,3,11182,11411,11644,11881,12123,12370
balangkayan,2021,2.0,2.0,1,11182,11411,11644,11881,12123,12370
balangkayan,2022,2.6,3.0,3,11182,11411,11644,11881,12123,12370
balangkayan,2023,1.6,2.7,3,11182,11411,11644,11881,12123,12370
balangkayan,2024,2.2,2.3,6,11182,11411,11644,11881,12123,12370
balangkayan,2025,1.4,2.7,8,11182,11411,11644,11881,12123,12370
balaoan,2023,1.8,2.5,3,40225,40361,40473,40559,40621,40657
balaoan,2024,2.9,2.9,1,40225,40361,40473,40559,40621,40657
balaoan,2025,2.0,3.5,4,40225,40361,40473,40559,40621,40657
balatan,2022,1.6,2.7,5,32695,33008,33304,33584,33849,34096
balatan,2024,3.1,3.1,1,32695,33008,33304,33584,33849,34096
balatan,2025,1.7,2.0,3,32695,33008,33304,33584,33849,34096
balayan,2020,1.5,3.1,10,99574,101412,103263,105127,107009,108900
balayan,2021,1.9,2.2,2,99574,101412,103263,105127,107009,108900
balayan,2022,1.9,2.4,3,99574,101412,103263,105127,107009,108900
balayan,2023,1.5,2.2,4,99574,101412,103263,105127,107009,108900
balayan,2024,1.8,1.8,1,99574,101412,103263,105127,107009,108900
balbalan,2020,2.0,2.0,1,12475,12519,12559,12594,12625,12652
balbalan,2021,1.7,2.9,5,12475,12519,12559,12594,12625,12652
balbalan,2022,1.9,1.9,1,12475,12519,12559,12594,12625,12652
balbalan,2023,1.5,2.9,4,12475,12519,12559,12594,12625,12652
balbalan,2024,1.4,3.6,4,12475,12519,12559,12594,12625,12652
balbalan,2025,1.9,1.9,1,12475,12519,12559,12594,12625,12652
baleno,2020,2.3,3.4,8,27325,27537,27736,27921,28094,28253
baleno,2021,2.2,2.4,2,27325,27537,27736,27921,28094,28253
baleno,2022,2.2,2.6,5,27325,27537,27736,27921,28094,28253
baleno,2023,1.5,4.2,14,27325,27537,27736,27921,28094,28253
baleno,2024,1.4,5.0,123,27325,27537,27736,27921,28094,28253
baleno,2025,1.4,3.8,36,27325,27537,27736,27921,28094,28253
baliangao,2022,2.8,2.8,1,17593,17668,17732,17787,17833,17869
baliangao,2023,1.9,1.9,1,17593,17668,17732,17787,17833,17869
baliguian,2020,2.4,2.8,3,23384,23521,23648,23768,23878,23980
baliguian,2021,2.4,4.2,2,23384,23521,23648,23768,23878,23980
baliguian,2022,1.6,4.0,26,23384,23521,23648,23768,23878,23980
baliguian,2023,1.5,4.2,19,23384,23521,23648,23768,23878,23980
baliguian,2024,1.6,3.8,12,23384,23521,23648,23768,23878,23980
baliguian,2025,1.2,3.7,20,23384,23521,23648,23768,23878,23980
balilihan,2020,1.6,2.9,3,18483,18580,18671,18755,18832,18902
balilihan,2021,2.2,2.2,1,18483,18580,18671,18755,18832,18902
balilihan,2023,1.6,2.0,2,18483,18580,18671,18755,18832,18902
balilihan,2024,1.6,1.6,1,18483,18580,18671,18755,18832,18902
balingasag,2020,2.8,3.4,2,69387,69675,69899,70060,70158,70193
balingasag,2021,2.2,2.2,1,69387,69675,69899,70060,70158,70193
balingasag,2022,2.5,2.9,5,69387,69675,69899,70060,70158,70193
balingasag,2024,2.2,2.5,2,69387,69675,69899,70060,70158,70193
balingasag,2025,1.4,1.4,1,69387,69675,69899,70060,70158,70193
ballesteros,2020,2.5,2.5,1,36409,36774,37117,37439,37741,38020
ballesteros,2022,2.2,2.3,2,36409,36774,37117,37439,37741,38020
ballesteros,2025,1.8,1.8,1,36409,36774,37117,37439,37741,38020
balud,2023,1.4,1.4,1,39764,40041,40298,40535,40753,40952
balud,2025,2.3,2.3,1,39764,40041,40298,40535,40753,40952
balungao,2023,1.5,1.5,1,35661,36598,37539,38483,39434,40385
